environment,candidate,split,collateral_disrupted_calls,benign_cost,scenario,policy,seed,malicious,detection_step,response_step,containment_step,detection_time_capped,containment_time_capped,detected,contained,harmful_actions,exfil_actions,post_detection_harm,decoy_actions,alert_events,false_positive,false_containment,disrupted_actions,persistence_survived,evidence_completeness
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100005,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100005,True,12,12,,12,25,True,False,4,1,0,2,12,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100005,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100005,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100005,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100005,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100006,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100006,True,5,5,,5,25,True,False,5,3,1,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100006,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100006,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100006,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_admin,deception,100006,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100006,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100007,True,5,5,,5,25,True,False,11,6,7,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100007,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100007,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100007,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100007,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,11.0,benign_admin,deception,100007,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,11,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100007,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100008,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100008,True,4,4,,4,25,True,False,3,1,1,2,21,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100008,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100008,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100008,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,11.0,benign_admin,deception,100008,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,11,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100008,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100009,True,3,3,3,3,3,True,True,1,0,0,1,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100009,True,5,5,,5,25,True,False,6,3,2,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100009,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100009,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100009,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_admin,deception,100009,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100009,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100010,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100010,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100010,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100010,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100010,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_admin,deception,100010,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_drill,deception,100010,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100011,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100011,True,5,5,,5,25,True,False,7,3,3,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100011,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100011,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100011,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100011,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100011,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100012,True,3,3,3,3,3,True,True,1,0,0,1,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100012,True,5,5,,5,25,True,False,4,2,0,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100012,True,12,12,,12,25,True,False,5,2,2,2,13,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100012,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100012,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100012,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100012,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100013,True,3,3,3,3,3,True,True,1,0,0,1,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100013,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100013,True,12,12,,12,25,True,False,7,3,3,1,12,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100013,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100013,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100013,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_drill,deception,100013,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100014,True,3,3,3,3,3,True,True,1,0,0,1,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100014,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100014,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100014,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100014,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,3.0,benign_admin,deception,100014,False,21,21,21,21,21,True,True,0,0,0,2,4,True,True,3,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100014,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100015,True,5,5,,5,25,True,False,7,4,3,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100015,True,5,5,,5,25,True,False,10,4,7,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100015,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100015,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100015,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100015,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100015,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100016,True,5,5,,5,25,True,False,6,3,2,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100016,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100016,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100016,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100016,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100016,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100016,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100017,True,5,5,,5,25,True,False,9,4,5,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100017,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100017,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100017,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100017,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100017,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100017,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100018,True,3,3,3,3,3,True,True,1,0,0,1,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100018,True,5,5,,5,25,True,False,6,2,2,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100018,True,6,6,6,6,6,True,True,1,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100018,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100018,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100018,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100018,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100019,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100019,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100019,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100019,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100019,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,11.0,benign_admin,deception,100019,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,11,False,1.0
collateral_quarter,t12_l0,test,0.0,6.0,benign_drill,deception,100019,False,17,17,17,17,17,True,True,0,0,0,1,7,True,True,6,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100020,True,5,5,,5,25,True,False,9,4,5,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100020,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100020,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100020,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100020,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100020,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100020,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100021,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100021,True,5,5,,5,25,True,False,4,2,1,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100021,True,6,6,6,6,6,True,True,1,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100021,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100021,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,7.0,benign_admin,deception,100021,False,15,15,15,15,15,True,True,0,0,0,2,10,True,True,7,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100021,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100022,True,5,5,,5,25,True,False,5,2,1,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100022,True,5,5,,5,25,True,False,6,3,2,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100022,True,12,12,,12,25,True,False,4,2,1,2,13,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100022,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100022,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,7.0,benign_admin,deception,100022,False,15,15,15,15,15,True,True,0,0,0,2,10,True,True,7,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100022,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100023,True,5,5,,5,25,True,False,13,6,9,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100023,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100023,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100023,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100023,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,2.0,benign_admin,deception,100023,False,21,21,21,21,21,True,True,0,0,0,1,1,True,True,2,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100023,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100024,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100024,True,5,5,,5,25,True,False,13,7,9,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100024,True,6,6,6,6,6,True,True,0,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100024,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100024,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,11.0,benign_admin,deception,100024,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,11,False,1.0
collateral_quarter,t12_l0,test,0.0,9.0,benign_drill,deception,100024,False,13,13,13,13,13,True,True,0,0,0,1,8,True,True,9,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100025,True,5,5,,5,25,True,False,7,3,3,2,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100025,True,4,4,4,4,4,True,True,0,0,0,2,21,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100025,True,6,6,6,6,6,True,True,1,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100025,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100025,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_admin,deception,100025,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,17.0,benign_drill,deception,100025,False,9,9,9,9,9,True,True,0,0,0,2,16,True,True,17,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100026,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100026,True,4,4,,4,25,True,False,4,2,2,2,21,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,slow,deception,100026,True,6,6,6,6,6,True,True,1,0,0,1,18,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,avoider,deception,100026,True,5,5,,5,25,True,False,23,11,19,0,20,False,False,0,True,1.0
collateral_quarter,t12_l0,test,0.0,0.0,benign_build,deception,100026,False,,,,25,25,False,False,0,0,0,0,0,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,3.0,benign_admin,deception,100026,False,21,21,21,21,21,True,True,0,0,0,2,4,True,True,3,False,1.0
collateral_quarter,t12_l0,test,0.0,6.0,benign_drill,deception,100026,False,17,17,17,17,17,True,True,0,0,0,1,7,True,True,6,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,fast,deception,100027,True,3,3,3,3,3,True,True,0,0,0,2,22,False,False,0,False,1.0
collateral_quarter,t12_l0,test,0.0,0.0,switcher,deception,100027,True,5,5,,5,25,True,False,5,2,1,2,20,False,False,0,True,1.0
